pm2_5,pm10,no2,so2,co,o3,temperature_c,air_quality
289,391,137,91,8.35,140,39.7,Very Unhealthy
48,211,101,47,6.23,93,28.6,Unhealthy for Sensitive
22,47,15,19,3.22,55,18.4,Moderate
245,450,140,98,9.27,145,38.1,Very Unhealthy
163,432,150,96,9.58,136,32.3,Very Unhealthy
12,105,52,34,1.29,57,23.9,Moderate
143,283,95,77,8.61,134,39.6,Unhealthy
5,48,13,24,2.17,50,20.6,Good
36,42,54,17,4.55,30,20.6,Moderate
52,184,91,57,5.42,76,23.2,Unhealthy for Sensitive
6,34,12,2,0.49,13,18.2,Good
19,58,73,32,3.85,78,36.9,Moderate
273,381,126,100,9.47,147,31.9,Very Unhealthy
172,252,100,75,8.85,120,31.6,Unhealthy
14,64,29,34,3.61,44,19.5,Moderate
58,317,133,65,10.0,133,37.1,Unhealthy
49,216,86,55,4.56,102,33.0,Unhealthy for Sensitive
19,134,60,33,1.75,62,20.9,Moderate
41,215,79,46,6.12,99,28.5,Unhealthy for Sensitive
40,212,88,60,5.19,103,31.7,Moderate
49,160,69,36,6.45,112,22.6,Unhealthy for Sensitive
39,260,99,37,6.94,114,34.0,Unhealthy for Sensitive
36,141,18,50,2.26,56,20.7,Moderate
21,71,49,34,2.71,63,29.7,Moderate
43,150,84,56,6.97,65,21.5,Unhealthy for Sensitive
42,301,85,66,5.6,65,22.1,Unhealthy for Sensitive
20,56,65,21,3.81,59,28.6,Moderate
238,345,145,84,9.76,150,34.4,Very Unhealthy
29,86,31,32,2.67,87,30.2,Moderate
38,77,55,35,1.66,49,17.7,Moderate
134,282,98,100,7.81,133,30.6,Unhealthy
47,170,119,45,5.52,65,25.8,Unhealthy for Sensitive
35,13,63,27,3.84,63,20.5,Moderate
12,103,53,22,4.21,55,26.4,Moderate
90,373,100,84,6.92,126,36.2,Unhealthy
29,117,54,26,3.77,77,28.1,Moderate
9,29,52,16,1.06,34,23.9,Good
146,385,150,63,6.77,137,37.9,Unhealthy
56,352,103,79,8.48,123,28.0,Unhealthy
261,446,143,90,9.58,138,28.1,Very Unhealthy
124,263,117,55,6.86,97,28.0,Unhealthy
257,385,150,97,9.45,134,33.0,Unhealthy for Sensitive
116,357,102,78,7.1,116,28.2,Unhealthy
5,35,7,27,2.5,36,19.8,Good
203,413,139,100,8.54,128,35.8,Very Unhealthy
14,32,47,31,3.21,50,19.3,Moderate
6,332,114,81,7.85,129,30.4,Unhealthy
21,95,60,35,2.89,38,18.7,Moderate
76,332,125,65,8.42,102,30.7,Unhealthy
196,362,124,87,7.9,129,32.7,Very Unhealthy
34,199,101,41,4.12,78,23.0,Unhealthy for Sensitive
168,361,128,88,9.7,132,32.2,Unhealthy for Sensitive
38,81,22,18,1.53,50,18.2,Moderate
76,325,122,86,6.27,127,34.8,Unhealthy
11,26,16,19,1.74,27,25.3,Good
181,224,95,100,6.89,111,27.0,Unhealthy
101,251,104,96,6.8,127,32.3,Unhealthy
148,301,95,82,7.65,127,34.3,Unhealthy
74,313,133,95,7.88,112,34.2,Unhealthy
46,191,82,45,5.63,108,34.7,Unhealthy for Sensitive
97,347,121,88,8.38,134,38.7,Unhealthy
20,96,21,23,3.14,49,19.5,Moderate
7,14,5,26,1.98,10,15.0,Good
253,425,125,95,9.36,146,36.8,Very Unhealthy
5,41,27,3,3.49,23,16.5,Good
238,413,145,81,8.71,136,38.1,Very Unhealthy
25,153,44,34,2.39,83,23.0,Moderate
73,341,124,64,8.07,142,29.6,Unhealthy
6,14,8,11,2.22,29,16.2,Good
96,268,95,59,6.84,106,29.1,Unhealthy
19,171,43,17,2.48,77,26.6,Moderate
112,298,112,63,6.78,115,26.0,Unhealthy
141,335,88,86,6.23,146,38.9,Unhealthy
170,314,113,96,7.16,114,37.4,Unhealthy
131,247,87,89,8.26,119,33.8,Unhealthy for Sensitive
29,176,37,8,3.42,64,32.4,Moderate
116,255,124,66,8.52,117,24.2,Unhealthy
49,241,73,47,7.22,68,22.7,Unhealthy for Sensitive
236,389,148,94,8.71,136,37.4,Very Unhealthy
73,342,126,93,7.12,126,37.9,Unhealthy
32,130,71,35,4.53,45,21.5,Moderate
103,291,105,76,6.52,87,29.1,Unhealthy
17,71,38,36,2.76,63,28.9,Moderate
200,386,129,92,8.99,146,29.0,Very Unhealthy
46,123,34,42,4.35,63,23.5,Unhealthy for Sensitive
39,179,92,54,4.88,120,38.3,Unhealthy for Sensitive
57,195,101,19,4.97,64,21.3,Unhealthy for Sensitive
59,323,116,55,8.75,137,34.5,Unhealthy
205,450,140,100,8.29,133,34.6,Very Unhealthy
77,320,100,72,8.95,134,36.2,Unhealthy
118,274,98,65,7.95,93,26.8,Unhealthy
156,214,105,83,7.58,104,28.5,Unhealthy
12,14,36,11,1.47,29,21.2,Good
73,323,114,80,8.03,124,27.8,Unhealthy
66,266,97,59,8.29,108,27.7,Unhealthy
241,410,150,91,9.15,144,37.7,Very Unhealthy
196,438,141,96,8.58,132,34.5,Very Unhealthy
13,34,37,12,0.38,39,29.5,Moderate
38,118,75,39,2.02,50,25.9,Moderate
26,225,84,36,3.45,121,32.1,Unhealthy for Sensitive
41,242,125,65,7.0,143,34.8,Unhealthy
180,356,118,53,7.07,150,40.3,Unhealthy
242,378,134,100,10.0,141,36.3,Very Unhealthy
5,24,34,17,2.75,10,26.3,Good
5,110,34,25,1.72,56,24.9,Moderate
123,305,99,48,8.04,137,31.3,Unhealthy
8,50,21,20,0.91,17,19.7,Good
31,104,59,25,3.11,23,17.0,Moderate
294,366,150,85,9.15,142,39.7,Very Unhealthy
239,392,139,74,8.02,144,35.6,Very Unhealthy
300,441,137,90,9.78,141,29.5,Very Unhealthy
24,151,96,38,5.06,92,28.7,Unhealthy for Sensitive
103,284,88,83,7.52,132,36.3,Moderate
92,344,98,85,7.15,124,37.1,Unhealthy
261,368,128,95,9.61,150,40.7,Very Unhealthy
10,100,55,51,3.73,53,18.9,Moderate
55,208,83,59,5.78,102,27.2,Moderate
6,30,17,16,0.2,66,21.3,Good
129,270,103,66,6.59,124,33.0,Very Unhealthy
59,188,103,64,4.64,114,37.8,Unhealthy for Sensitive
45,208,48,41,7.12,94,24.5,Unhealthy for Sensitive
40,264,87,67,5.41,83,26.0,Unhealthy for Sensitive
141,343,124,59,7.13,102,30.8,Unhealthy
52,228,50,41,3.9,80,21.1,Unhealthy for Sensitive
90,331,110,93,8.61,130,35.0,Unhealthy
27,144,18,25,1.95,69,24.4,Moderate
215,372,138,93,9.28,131,34.1,Very Unhealthy
78,252,95,62,6.25,82,28.1,Unhealthy
66,280,106,51,5.8,92,27.7,Unhealthy for Sensitive
5,38,15,2,2.04,10,18.8,Good
38,308,111,69,7.01,87,29.6,Unhealthy
107,307,115,66,9.79,128,34.7,Unhealthy
118,286,105,86,9.03,93,26.3,Unhealthy
34,228,69,36,4.88,92,32.0,Unhealthy for Sensitive
10,63,37,13,0.63,29,16.7,Good
31,142,21,35,2.74,70,29.4,Moderate
54,195,63,41,3.71,103,35.2,Unhealthy for Sensitive
169,412,124,100,9.19,135,40.6,Moderate
22,133,55,22,4.66,44,17.6,Very Unhealthy
137,244,111,92,8.1,117,24.7,Unhealthy
33,270,76,69,7.0,101,28.3,Unhealthy for Sensitive
203,432,116,100,8.65,146,31.7,Very Unhealthy
55,211,67,29,5.96,82,24.3,Unhealthy for Sensitive
123,255,112,75,5.81,140,35.9,Unhealthy
52,196,85,45,4.78,118,35.0,Moderate
300,339,142,93,9.82,136,34.0,Very Unhealthy
62,304,112,61,8.04,128,34.0,Unhealthy
13,136,26,15,5.11,58,26.5,Moderate
58,275,82,65,9.41,119,24.6,Unhealthy
11,61,12,8,0.8,41,24.0,Good
27,143,51,34,1.95,46,19.4,Moderate
53,243,96,84,7.62,122,34.5,Unhealthy
38,176,75,57,6.36,120,33.7,Unhealthy for Sensitive
59,165,77,34,6.08,87,30.3,Unhealthy for Sensitive
257,386,135,98,8.48,123,35.6,Unhealthy
34,270,58,58,4.28,95,23.8,Unhealthy for Sensitive
27,87,45,37,1.55,90,33.2,Moderate
37,204,106,45,7.02,108,35.6,Unhealthy for Sensitive
25,309,119,56,5.57,99,31.4,Unhealthy
8,26,29,19,0.42,26,15.0,Good
28,109,54,32,2.51,66,24.6,Moderate
225,381,130,99,8.14,149,30.8,Very Unhealthy
76,223,115,85,7.03,150,32.0,Unhealthy
86,288,112,69,8.86,113,31.0,Unhealthy
165,244,121,70,8.43,120,33.8,Unhealthy
54,155,89,55,5.81,81,25.8,Unhealthy for Sensitive
16,73,65,2,2.12,33,24.6,Moderate
114,259,97,81,7.61,112,31.2,Unhealthy
269,341,146,91,9.5,150,34.2,Very Unhealthy
34,90,67,27,4.57,64,25.4,Moderate
121,246,121,96,8.35,142,45.0,Unhealthy
14,46,36,14,2.97,71,32.8,Moderate
39,165,77,54,6.36,81,19.6,Unhealthy for Sensitive
89,297,76,86,7.79,128,32.3,Unhealthy
10,100,51,37,3.04,59,19.3,Moderate
55,161,90,37,7.03,76,29.0,Unhealthy for Sensitive
26,73,23,28,1.75,46,21.1,Moderate
51,216,86,42,5.14,94,25.1,Unhealthy for Sensitive
24,244,135,73,10.0,117,35.0,Unhealthy
9,34,25,24,1.98,10,23.3,Good
68,259,124,68,7.24,111,28.9,Unhealthy
75,304,123,75,8.67,124,26.0,Unhealthy
80,302,108,78,10.0,102,33.4,Unhealthy
43,180,94,42,5.62,109,30.2,Unhealthy for Sensitive
111,347,131,67,6.1,96,29.8,Unhealthy
9,32,36,11,1.63,36,22.1,Good
138,339,116,41,7.09,113,35.0,Unhealthy
116,257,116,78,9.3,110,23.4,Unhealthy
31,181,45,37,2.6,74,23.8,Moderate
69,327,112,47,8.49,125,29.5,Unhealthy
121,365,99,68,6.57,134,37.6,Unhealthy
250,423,148,92,9.13,144,44.8,Very Unhealthy
271,439,145,93,9.63,139,41.4,Very Unhealthy
28,145,39,31,2.05,78,30.0,Moderate
44,189,57,34,4.98,95,28.7,Unhealthy for Sensitive
262,315,127,81,8.69,143,40.6,Very Unhealthy
196,385,138,100,9.12,143,37.0,Very Unhealthy
147,395,146,96,8.44,150,36.5,Very Unhealthy
25,137,52,19,3.33,61,20.5,Moderate
51,134,77,55,3.75,107,24.2,Unhealthy for Sensitive
47,227,96,51,3.59,72,18.8,Unhealthy for Sensitive
26,138,38,19,3.8,70,25.7,Moderate
5,12,25,8,1.84,41,23.4,Good
133,245,94,74,5.32,120,33.4,Unhealthy
90,333,99,81,5.94,145,40.0,Unhealthy
54,365,116,86,6.6,138,33.9,Unhealthy
50,211,94,57,6.3,79,25.2,Unhealthy for Sensitive
99,260,108,90,8.67,146,36.8,Unhealthy
52,129,69,45,3.45,103,27.0,Unhealthy for Sensitive
272,450,141,100,8.33,149,35.5,Very Unhealthy
145,261,104,64,9.49,107,26.3,Unhealthy
9,28,42,18,0.45,38,20.5,Good
57,142,34,47,5.13,112,30.1,Unhealthy for Sensitive
35,64,49,35,3.16,45,22.3,Moderate
81,379,138,68,7.42,140,35.7,Unhealthy
23,113,62,49,5.83,45,30.0,Moderate
25,51,48,32,3.1,43,15.0,Moderate
32,343,116,77,6.97,120,33.7,Unhealthy
26,96,30,21,3.89,57,29.5,Moderate
91,345,80,66,5.98,109,25.3,Unhealthy
152,324,113,92,8.3,107,29.0,Unhealthy
44,248,75,52,5.54,70,19.8,Unhealthy for Sensitive
56,160,85,41,5.63,98,27.7,Unhealthy for Sensitive
55,280,100,51,7.1,89,22.2,Unhealthy for Sensitive
130,396,91,76,7.51,120,30.8,Unhealthy
20,90,40,41,4.18,78,25.4,Unhealthy
6,16,20,9,1.08,28,17.9,Good
23,122,19,19,2.98,75,24.1,Moderate
15,147,53,31,2.52,48,18.7,Moderate
138,288,111,70,9.31,82,24.6,Very Unhealthy
127,323,112,50,8.95,97,37.8,Unhealthy
8,93,71,25,2.9,43,23.8,Moderate
105,305,103,70,8.47,131,29.4,Unhealthy
52,158,102,41,3.22,113,24.8,Unhealthy for Sensitive
133,434,138,88,9.72,147,35.6,Very Unhealthy
208,395,141,87,8.26,135,32.9,Very Unhealthy
49,172,96,44,6.3,100,29.6,Unhealthy for Sensitive
111,336,111,79,7.5,100,30.3,Unhealthy
234,406,128,96,9.11,131,27.6,Very Unhealthy
29,49,21,35,1.67,40,19.3,Moderate
23,73,73,34,3.01,79,25.3,Unhealthy
74,376,113,68,7.29,109,32.6,Unhealthy
218,395,150,88,9.25,139,34.1,Very Unhealthy
11,86,81,23,4.94,74,23.0,Moderate
54,251,67,45,4.24,83,28.4,Unhealthy for Sensitive
300,449,145,94,9.62,129,36.9,Very Unhealthy
125,268,129,82,7.98,115,36.3,Unhealthy
9,21,10,9,1.3,15,24.7,Good
241,404,131,100,9.68,135,31.3,Very Unhealthy
48,214,83,64,6.37,66,24.6,Unhealthy for Sensitive
63,259,111,40,4.86,74,32.7,Unhealthy for Sensitive
42,103,62,25,2.39,57,19.7,Moderate
51,240,91,50,5.64,56,26.4,Unhealthy for Sensitive
222,365,120,100,9.94,144,32.2,Very Unhealthy
6,54,5,9,2.25,36,18.9,Good
16,156,58,44,4.09,70,30.9,Moderate
198,413,145,95,9.59,126,35.7,Very Unhealthy
97,309,130,66,7.68,113,36.0,Unhealthy
255,444,125,92,10.0,137,26.6,Very Unhealthy
115,257,98,99,7.75,115,31.0,Very Unhealthy
63,295,128,82,8.27,149,33.1,Unhealthy
46,192,75,51,6.25,59,24.0,Unhealthy for Sensitive
112,333,122,62,8.68,136,35.5,Unhealthy
99,271,96,52,9.09,98,30.2,Unhealthy
100,331,92,83,8.42,148,37.6,Unhealthy
48,186,72,61,4.58,98,24.2,Unhealthy for Sensitive
17,144,84,29,2.66,54,31.2,Moderate
106,296,122,85,10.0,108,32.6,Unhealthy
300,371,132,89,9.77,150,38.5,Very Unhealthy
112,364,127,93,9.02,148,37.5,Very Unhealthy
262,324,134,100,9.41,144,39.4,Very Unhealthy
79,307,126,69,7.39,91,24.1,Unhealthy
55,153,91,62,5.88,109,30.5,Unhealthy for Sensitive
128,242,140,86,7.35,150,35.3,Unhealthy
45,238,113,59,2.23,106,25.1,Unhealthy for Sensitive
18,84,26,20,2.59,55,22.5,Moderate
28,49,69,36,4.91,53,21.7,Moderate
208,434,147,82,9.1,133,38.4,Very Unhealthy
192,383,150,85,9.74,142,35.2,Very Unhealthy
5,33,24,2,1.7,64,23.6,Good
18,74,55,29,3.3,59,25.3,Very Unhealthy
31,120,62,33,2.32,63,29.5,Moderate
122,305,106,72,8.01,120,31.0,Unhealthy
15,104,54,23,3.53,51,19.8,Moderate
41,204,74,44,6.12,98,35.0,Unhealthy for Sensitive
95,356,120,65,7.78,145,39.4,Unhealthy
84,274,106,48,7.04,135,31.8,Unhealthy
58,321,97,75,6.97,105,40.7,Unhealthy
41,266,86,47,5.93,86,25.0,Unhealthy for Sensitive
115,312,69,84,8.68,119,44.7,Unhealthy
53,384,118,69,6.07,104,24.6,Unhealthy
286,450,150,100,9.53,133,32.8,Very Unhealthy
8,30,28,13,2.41,23,20.7,Moderate
48,223,71,45,4.65,112,26.4,Unhealthy for Sensitive
48,191,77,44,4.36,99,33.4,Unhealthy for Sensitive
47,217,72,16,4.31,81,20.6,Unhealthy for Sensitive
78,332,101,94,7.54,93,34.9,Unhealthy
22,109,40,43,3.39,64,25.2,Moderate
38,249,55,53,4.42,85,30.3,Unhealthy for Sensitive
42,181,92,39,4.49,99,32.1,Unhealthy for Sensitive
23,141,75,25,3.7,49,24.0,Moderate
54,290,112,68,6.96,134,31.2,Unhealthy
151,435,142,89,9.88,134,27.8,Very Unhealthy
109,344,113,81,7.74,114,30.5,Unhealthy
47,162,87,60,5.79,104,29.0,Unhealthy for Sensitive
26,225,72,21,4.11,69,18.1,Moderate
183,423,102,100,9.44,150,39.0,Very Unhealthy
27,26,52,16,2.5,78,36.3,Moderate
261,379,128,86,9.5,144,32.4,Very Unhealthy
40,220,100,47,4.89,87,26.3,Unhealthy for Sensitive
211,406,133,94,9.13,150,35.9,Very Unhealthy
45,213,96,39,3.14,103,32.9,Unhealthy for Sensitive
39,252,100,58,7.49,86,33.0,Unhealthy for Sensitive
53,142,74,53,4.82,90,32.1,Unhealthy for Sensitive
7,25,10,11,0.49,28,22.7,Good
143,282,143,77,6.67,134,34.6,Unhealthy for Sensitive
96,328,119,90,8.58,143,44.8,Unhealthy
168,318,114,62,9.39,108,23.6,Unhealthy
236,445,132,87,9.85,128,27.1,Very Unhealthy
32,74,31,26,4.59,54,25.8,Moderate
80,379,105,59,7.59,140,38.0,Unhealthy
13,76,50,28,3.31,60,20.2,Moderate
45,216,57,43,5.88,79,25.7,Unhealthy for Sensitive
18,309,104,91,7.0,106,23.9,Unhealthy
45,135,40,42,6.01,103,26.8,Unhealthy for Sensitive
203,402,120,88,9.85,139,37.3,Very Unhealthy
45,189,85,43,6.59,92,37.7,Unhealthy for Sensitive
53,137,102,61,6.3,71,26.5,Unhealthy for Sensitive
35,65,31,25,4.3,42,27.4,Moderate
22,104,32,28,5.54,65,29.0,Moderate
49,184,100,36,5.87,88,25.5,Unhealthy for Sensitive
34,84,29,27,0.2,71,28.7,Moderate
105,320,117,59,6.79,107,21.4,Unhealthy
54,257,86,41,5.69,89,26.2,Unhealthy for Sensitive
16,81,65,37,0.99,64,22.2,Moderate
96,342,106,53,6.56,89,32.2,Unhealthy
144,290,106,54,6.95,100,33.3,Unhealthy
259,406,148,95,8.72,136,39.5,Unhealthy for Sensitive
116,291,112,74,6.71,137,34.9,Unhealthy
227,443,140,92,8.62,147,31.7,Very Unhealthy
32,92,63,20,3.52,80,26.6,Moderate
106,425,143,92,9.88,146,28.0,Very Unhealthy
30,151,39,19,4.07,55,22.0,Very Unhealthy
17,96,60,40,2.47,80,22.4,Moderate
23,330,125,84,7.12,111,27.5,Unhealthy
113,316,100,99,6.43,126,40.4,Unhealthy
99,245,94,59,6.91,145,34.1,Unhealthy
230,382,140,84,9.94,145,36.4,Very Unhealthy
40,115,82,65,5.54,90,27.7,Unhealthy for Sensitive
24,107,50,33,4.22,69,23.6,Moderate
52,191,119,45,5.46,86,21.6,Unhealthy for Sensitive
22,114,62,24,3.26,68,28.0,Moderate
50,153,103,56,3.4,89,25.9,Unhealthy for Sensitive
21,98,36,18,2.45,31,18.2,Moderate
108,360,136,85,6.47,117,31.8,Unhealthy
32,114,56,19,1.99,31,15.4,Moderate
43,252,67,49,1.64,94,24.6,Unhealthy for Sensitive
160,321,99,89,6.6,91,32.1,Unhealthy
107,307,89,98,7.8,116,32.0,Moderate
104,276,126,53,8.3,120,36.1,Unhealthy
52,240,74,44,5.24,78,24.2,Unhealthy for Sensitive
73,296,113,99,7.28,122,25.1,Unhealthy
38,214,57,43,3.45,75,25.9,Unhealthy for Sensitive
44,229,71,42,2.56,96,31.4,Unhealthy for Sensitive
53,296,118,93,6.93,128,38.2,Unhealthy
56,306,136,73,9.23,95,29.1,Unhealthy
37,259,79,71,4.79,97,24.1,Unhealthy for Sensitive
11,22,15,12,0.48,10,15.6,Good
247,445,140,93,9.76,150,32.8,Very Unhealthy
57,266,70,44,4.15,87,29.6,Unhealthy for Sensitive
53,194,83,47,4.63,90,32.8,Unhealthy for Sensitive
99,305,118,59,8.5,148,36.8,Unhealthy
300,432,131,85,9.24,135,27.1,Very Unhealthy
257,410,133,100,9.16,145,30.9,Very Unhealthy
57,182,94,56,5.59,118,29.9,Unhealthy for Sensitive
115,347,125,86,7.95,102,24.6,Unhealthy
26,59,46,2,2.87,94,33.7,Moderate
208,393,128,96,9.66,150,30.8,Very Unhealthy
44,178,55,31,9.32,104,31.9,Unhealthy for Sensitive
95,252,118,85,8.92,123,26.2,Unhealthy for Sensitive
26,172,99,54,5.33,109,27.2,Unhealthy for Sensitive
50,184,89,40,6.33,58,23.7,Unhealthy for Sensitive
28,96,36,42,4.11,53,22.9,Moderate
161,450,136,100,9.26,123,27.3,Very Unhealthy
50,148,98,58,5.47,84,31.4,Unhealthy for Sensitive
85,295,145,77,8.13,110,33.6,Unhealthy
300,389,138,87,9.91,133,30.1,Very Unhealthy
33,206,68,39,4.78,85,27.2,Unhealthy for Sensitive
49,155,75,62,6.32,60,24.0,Unhealthy for Sensitive
126,286,115,94,8.17,108,25.7,Unhealthy
47,195,84,25,5.42,118,32.9,Unhealthy for Sensitive
47,184,69,52,3.67,94,18.8,Unhealthy for Sensitive
54,189,60,40,6.42,61,27.9,Moderate
151,356,111,89,7.08,100,26.9,Unhealthy
34,215,56,52,6.43,77,29.0,Unhealthy for Sensitive
57,196,74,49,3.88,83,35.7,Unhealthy for Sensitive
60,243,89,45,7.47,70,28.9,Unhealthy for Sensitive
129,325,101,85,9.3,123,41.4,Unhealthy
121,349,103,75,8.08,112,35.2,Unhealthy
37,179,49,16,2.57,56,24.1,Very Unhealthy
27,199,94,59,5.83,49,21.6,Unhealthy for Sensitive
34,244,91,63,5.3,99,32.4,Unhealthy for Sensitive
82,353,126,84,8.22,91,23.0,Unhealthy
186,408,149,89,9.08,127,33.9,Very Unhealthy
9,43,17,11,1.45,41,20.9,Good
85,271,96,81,6.46,137,36.1,Unhealthy
277,393,131,99,8.99,140,39.1,Unhealthy for Sensitive
97,310,95,70,10.0,125,31.1,Unhealthy
126,333,109,100,7.17,119,31.8,Unhealthy
5,23,15,8,1.28,54,23.8,Good
127,321,122,63,6.71,91,25.4,Unhealthy
43,127,29,20,3.82,42,15.5,Moderate
54,283,73,42,6.64,78,29.3,Unhealthy for Sensitive
206,400,150,92,8.41,126,39.0,Very Unhealthy
49,265,123,73,7.64,110,33.7,Unhealthy
49,228,98,24,5.07,83,30.6,Unhealthy for Sensitive
26,79,67,26,3.61,43,22.2,Moderate
5,15,6,8,2.03,22,15.2,Good
6,30,21,7,1.36,36,23.4,Good
300,388,145,85,8.22,145,45.0,Moderate
7,40,11,11,3.21,60,18.6,Good
8,10,16,14,1.28,47,16.4,Good
36,190,82,40,4.49,104,38.5,Unhealthy for Sensitive
141,306,103,74,8.27,104,28.5,Unhealthy
36,155,62,57,5.6,72,25.5,Unhealthy for Sensitive
107,264,124,72,9.4,128,35.0,Unhealthy
256,353,139,91,9.03,143,35.9,Very Unhealthy
145,339,106,84,6.95,146,32.1,Unhealthy
48,164,78,54,5.03,71,29.6,Unhealthy for Sensitive
8,150,73,45,4.86,45,24.1,Unhealthy
148,364,147,88,8.93,130,29.4,Very Unhealthy
300,429,142,91,10.0,132,41.1,Very Unhealthy
34,137,101,57,6.61,59,22.2,Unhealthy for Sensitive
16,112,27,44,3.73,39,27.1,Moderate
300,336,145,95,10.0,131,33.1,Very Unhealthy
5,28,34,18,0.2,12,15.8,Good
186,360,150,87,8.49,137,36.5,Very Unhealthy
121,402,124,84,9.74,150,37.0,Very Unhealthy
134,250,102,83,9.78,115,37.7,Unhealthy
40,197,92,47,6.0,94,29.4,Unhealthy for Sensitive
175,291,118,62,8.3,109,28.1,Unhealthy
10,36,19,19,0.68,49,15.0,Good
23,113,44,24,3.01,56,33.6,Moderate
253,431,130,100,10.0,129,28.0,Very Unhealthy
11,79,57,2,5.54,82,25.4,Moderate
277,435,141,92,9.31,139,35.4,Very Unhealthy
52,189,81,65,5.72,94,31.6,Unhealthy for Sensitive
290,353,128,96,9.59,140,32.9,Very Unhealthy
52,227,102,47,6.89,87,31.8,Unhealthy for Sensitive
300,381,143,94,10.0,141,35.2,Very Unhealthy
39,206,92,16,6.26,96,30.9,Unhealthy for Sensitive
19,120,47,54,2.92,73,26.2,Moderate
47,153,79,68,4.91,108,30.3,Unhealthy for Sensitive
257,446,131,93,8.66,141,32.3,Very Unhealthy
300,417,117,84,9.44,135,37.6,Very Unhealthy
14,40,16,6,1.68,31,20.3,Good
29,222,98,44,6.24,62,30.5,Unhealthy for Sensitive
73,322,125,58,5.97,133,42.0,Unhealthy
108,346,112,78,7.93,139,32.2,Unhealthy
119,272,123,87,7.81,134,27.2,Unhealthy
114,244,120,83,8.67,113,25.2,Unhealthy for Sensitive
38,159,104,49,5.45,87,33.6,Unhealthy for Sensitive
36,157,46,43,3.27,43,21.5,Moderate
28,101,42,11,3.28,53,27.3,Moderate
92,231,127,82,8.56,121,36.1,Unhealthy
17,98,86,48,1.95,63,22.8,Moderate
47,229,93,39,7.54,95,24.0,Unhealthy for Sensitive
69,231,102,90,9.14,147,39.1,Unhealthy
53,125,89,41,6.46,83,23.7,Unhealthy for Sensitive
239,356,119,92,8.33,150,39.2,Very Unhealthy
47,188,102,34,4.17,74,25.0,Unhealthy for Sensitive
236,392,131,92,9.21,137,40.7,Unhealthy for Sensitive
30,75,49,26,3.86,65,28.3,Moderate
55,183,87,32,7.13,101,30.5,Unhealthy for Sensitive
25,67,35,12,4.1,68,30.2,Moderate
33,144,80,44,4.9,74,26.9,Unhealthy for Sensitive
12,140,37,27,2.48,33,20.9,Moderate
24,116,74,23,4.45,70,20.4,Moderate
47,196,63,64,4.38,101,25.8,Unhealthy for Sensitive
256,386,145,96,9.32,140,37.8,Unhealthy
135,428,149,88,9.8,134,26.1,Very Unhealthy
26,347,115,78,8.59,136,28.2,Unhealthy
267,383,145,77,8.87,131,31.9,Very Unhealthy
210,414,144,96,8.55,141,37.4,Very Unhealthy
42,249,71,53,5.33,86,25.6,Unhealthy for Sensitive
251,436,135,90,9.0,127,35.8,Very Unhealthy
116,232,103,69,6.8,150,35.8,Unhealthy
6,46,24,10,1.64,48,23.4,Good
300,411,134,100,10.0,137,32.1,Very Unhealthy
55,187,88,57,5.15,78,22.8,Unhealthy for Sensitive
47,178,69,36,6.31,120,35.5,Unhealthy for Sensitive
26,139,55,2,2.69,28,24.0,Moderate
17,168,82,24,3.13,51,20.0,Moderate
160,407,143,95,8.16,132,32.7,Very Unhealthy
107,236,120,65,9.69,146,29.4,Unhealthy
5,46,40,2,0.2,12,18.1,Good
109,332,116,73,7.72,104,32.9,Unhealthy
37,170,85,19,2.36,52,25.0,Moderate
23,111,29,17,4.47,42,17.3,Moderate
237,450,128,82,9.32,126,36.0,Very Unhealthy
274,437,125,94,9.38,147,31.9,Very Unhealthy
23,19,53,37,1.89,52,20.2,Moderate
143,302,108,76,6.84,138,34.3,Unhealthy
83,282,126,78,5.66,123,30.9,Unhealthy
24,67,51,16,1.79,58,24.6,Moderate
275,376,150,78,10.0,131,43.3,Very Unhealthy
27,99,67,41,3.01,77,30.3,Moderate
228,440,137,97,9.83,130,31.9,Very Unhealthy
41,195,63,46,5.83,84,28.0,Unhealthy for Sensitive
54,236,60,51,3.73,116,38.1,Unhealthy for Sensitive
11,99,56,19,1.94,67,25.8,Moderate
144,391,115,73,7.59,98,31.6,Unhealthy
50,157,49,40,7.36,72,18.7,Unhealthy for Sensitive
56,215,61,46,3.8,96,24.8,Unhealthy for Sensitive
89,299,114,81,7.5,112,29.5,Unhealthy
37,221,91,42,3.52,122,31.4,Unhealthy for Sensitive
130,306,129,98,9.61,103,28.9,Unhealthy
31,194,66,77,4.18,93,30.9,Unhealthy for Sensitive
24,100,38,28,3.95,70,25.2,Moderate
273,411,139,97,10.0,149,39.2,Very Unhealthy
63,372,95,62,7.46,138,30.3,Unhealthy
41,160,75,64,6.21,109,29.7,Unhealthy for Sensitive
48,258,76,44,3.2,78,26.5,Unhealthy for Sensitive
95,389,115,74,7.17,111,29.7,Unhealthy
28,107,35,22,3.81,76,23.0,Moderate
61,314,123,90,6.98,134,33.7,Unhealthy
38,272,76,37,5.14,93,26.7,Unhealthy for Sensitive
41,187,91,57,6.48,118,31.6,Unhealthy for Sensitive
43,213,82,36,5.73,102,24.9,Unhealthy for Sensitive
111,322,107,59,9.32,125,32.3,Unhealthy
204,266,100,68,5.45,117,28.9,Unhealthy
42,202,70,47,6.76,109,30.0,Unhealthy for Sensitive
