Vehicle_Type,Fuel_Type,Emission_Standard,CO,HC,NOx,PM,O2,Lambda,Issue
Car,Petrol,BS4,0.61,406,0.12,0.019,0.42,0.93,Rich Fuel Mixture
Car,Diesel,BS6,0.55,413,0.15,0.016,0.78,0.95,Injector Problem
Car,Petrol,BS6,0.53,352,0.11,0.007,0.46,1.09,DPF Clogging
Car,Petrol,BS4,0.46,445,0.08,0.014,0.46,0.99,DPF Clogging
Car,Petrol,BS4,0.49,308,0.17,0.008,0.78,1.01,DPF Clogging
Car,Petrol,BS4,0.47,246,0.09,0.01,0.36,1.16,Air Filter Clogged
Car,Petrol,BS6,0.58,389,0.2,0.017,0.59,0.94,Injector Problem
Car,Petrol,BS6,0.64,353,0.1,0.013,0.27,0.94,Rich Fuel Mixture
Car,Petrol,BS4,0.28,150,0.02,0.002,0.59,0.98,Normal
Car,Petrol,BS6,0.65,476,0.14,0.007,0.3,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.62,616,0.13,0.004,0.55,1.09,Engine Misfire
Car,Diesel,BS6,0.41,591,0.14,0.01,0.9,1.05,Spark Plug Issue
Car,Diesel,BS6,0.85,556,0.16,0.014,0.44,0.84,Fuel Injector Issue
Car,Petrol,BS6,0.56,691,0.09,0.005,0.53,1.0,Spark Plug Issue
Car,Diesel,BS6,0.57,602,0.12,0.005,0.84,1.04,Engine Misfire
Car,Diesel,BS4,0.64,416,0.12,0.014,0.31,0.79,Fuel Injector Issue
Car,Petrol,BS4,0.59,332,0.1,0.016,0.47,0.88,Injector Problem
Car,Diesel,BS6,0.73,647,0.14,0.009,0.76,1.02,Engine Misfire
Car,Diesel,BS6,0.43,487,0.16,0.012,0.62,0.9,Turbocharger Issue
Car,Diesel,BS6,0.41,509,0.1,0.01,0.69,1.03,Spark Plug Issue
Car,Petrol,BS4,0.68,207,0.16,0.011,0.33,1.17,DPF Clogging
Car,Diesel,BS4,0.39,567,0.09,0.004,0.71,1.2,Engine Misfire
Car,Petrol,BS4,0.43,498,0.19,0.024,0.78,0.96,Turbocharger Issue
Car,Diesel,BS6,0.58,485,0.16,0.01,0.19,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.6,410,0.09,0.006,0.8,0.99,Spark Plug Issue
Car,Diesel,BS6,0.74,449,0.11,0.005,0.75,1.07,Spark Plug Issue
Car,Petrol,BS6,0.5,284,0.18,0.023,0.41,0.88,Injector Problem
Car,Diesel,BS4,0.67,443,0.14,0.006,0.77,1.19,Spark Plug Issue
Car,Petrol,BS4,0.65,350,0.21,0.016,0.69,1.1,Injector Problem
Car,Diesel,BS4,0.74,465,0.09,0.004,0.67,1.16,Engine Misfire
Car,Diesel,BS4,0.55,277,0.11,0.011,0.8,0.97,EGR Valve Problem
Car,Petrol,BS6,0.57,442,0.08,0.012,0.78,0.99,Air Filter Clogged
Car,Petrol,BS6,0.46,455,0.17,0.023,0.44,1.06,Turbocharger Issue
Car,Petrol,BS6,0.77,692,0.11,0.01,0.5,1.27,Engine Misfire
Car,Petrol,BS6,0.79,497,0.13,0.007,0.87,1.01,Engine Misfire
Car,Petrol,BS6,0.46,282,0.19,0.008,0.32,1.04,DPF Clogging
Car,Diesel,BS6,0.73,680,0.07,0.003,0.58,1.24,Engine Misfire
Car,Petrol,BS4,0.56,259,0.11,0.01,0.5,1.1,Turbocharger Issue
Car,Petrol,BS6,0.66,224,0.18,0.004,0.46,1.02,Air Filter Clogged
Car,Diesel,BS4,0.76,633,0.07,0.009,0.85,1.3,Engine Misfire
Car,Diesel,BS4,0.74,396,0.18,0.006,0.47,0.76,Fuel Injector Issue
Car,Diesel,BS6,0.62,688,0.15,0.005,0.72,1.25,Spark Plug Issue
Car,Diesel,BS4,0.31,100,0.03,0.003,0.49,0.99,Normal
Car,Petrol,BS6,0.53,331,0.17,0.021,0.59,0.87,Injector Problem
Car,Petrol,BS4,0.12,171,0.04,0.002,0.35,1.02,Normal
Car,Petrol,BS6,0.54,475,0.09,0.01,0.79,1.14,Air Filter Clogged
Car,Diesel,BS6,0.37,194,0.03,0.001,0.4,0.98,Normal
Car,Petrol,BS4,0.69,326,0.16,0.022,0.81,0.92,Injector Problem
Car,Diesel,BS6,0.69,471,0.17,0.018,0.64,1.08,Injector Problem
Car,Diesel,BS6,0.55,319,0.1,0.01,0.42,1.13,DPF Clogging
Car,Diesel,BS6,0.48,217,0.19,0.006,0.8,1.11,EGR Valve Problem
Car,Petrol,BS6,0.44,411,0.21,0.013,0.79,0.94,DPF Clogging
Car,Petrol,BS6,0.65,563,0.07,0.007,0.84,1.2,Spark Plug Issue
Car,Diesel,BS4,0.57,208,0.16,0.011,0.39,1.01,Air Filter Clogged
Car,Diesel,BS4,0.65,322,0.16,0.018,0.3,0.88,Fuel Injector Issue
Car,Diesel,BS6,0.39,150,0.04,0.002,0.61,1.0,Normal
Car,Petrol,BS4,0.64,273,0.18,0.011,0.42,1.05,DPF Clogging
Car,Petrol,BS4,0.85,450,0.1,0.016,0.43,0.81,Fuel Injector Issue
Car,Diesel,BS6,0.91,560,0.16,0.014,0.26,0.8,Rich Fuel Mixture
Car,Diesel,BS6,0.52,463,0.2,0.004,0.65,1.0,DPF Clogging
Car,Diesel,BS4,0.43,323,0.17,0.01,0.7,1.01,Air Filter Clogged
Car,Diesel,BS4,0.63,300,0.12,0.015,0.74,0.89,Turbocharger Issue
Car,Diesel,BS4,0.5,595,0.16,0.016,0.45,0.71,Fuel Injector Issue
Car,Diesel,BS6,0.75,673,0.08,0.008,0.74,1.28,Spark Plug Issue
Car,Petrol,BS6,0.83,346,0.11,0.015,0.49,0.85,Fuel Injector Issue
Car,Petrol,BS4,0.63,383,0.09,0.011,0.61,0.95,Air Filter Clogged
Car,Diesel,BS6,0.67,616,0.06,0.006,0.7,1.1,Engine Misfire
Car,Diesel,BS4,0.51,435,0.11,0.008,0.34,1.16,EGR Valve Problem
Car,Diesel,BS4,0.33,134,0.04,0.002,0.33,1.01,Normal
Car,Diesel,BS6,0.6,410,0.09,0.003,0.6,1.04,EGR Valve Problem
Car,Petrol,BS6,0.82,544,0.18,0.017,0.28,0.88,Fuel Injector Issue
Car,Diesel,BS6,0.35,196,0.05,0.002,0.4,1.0,Normal
Car,Diesel,BS4,0.76,569,0.12,0.003,0.53,1.15,Engine Misfire
Car,Diesel,BS6,0.68,321,0.12,0.008,0.65,0.98,DPF Clogging
Car,Petrol,BS6,0.44,402,0.1,0.009,0.62,1.21,Engine Misfire
Car,Diesel,BS4,0.45,496,0.13,0.008,0.3,1.04,EGR Valve Problem
Car,Petrol,BS6,0.67,309,0.15,0.022,0.59,0.91,Injector Problem
Car,Petrol,BS6,0.68,462,0.16,0.024,0.57,0.92,Injector Problem
Car,Diesel,BS4,0.63,353,0.09,0.007,0.6,0.91,Air Filter Clogged
Car,Petrol,BS6,0.48,658,0.12,0.005,0.87,1.24,Spark Plug Issue
Car,Diesel,BS6,0.73,431,0.16,0.009,0.82,1.2,Spark Plug Issue
Car,Diesel,BS6,0.85,353,0.1,0.009,0.41,0.84,Rich Fuel Mixture
Car,Petrol,BS6,0.61,535,0.06,0.006,0.83,1.11,Spark Plug Issue
Car,Diesel,BS6,0.87,591,0.16,0.006,0.21,0.78,Fuel Injector Issue
Car,Petrol,BS6,0.61,346,0.09,0.012,0.42,1.13,DPF Clogging
Car,Diesel,BS4,0.15,56,0.02,0.001,0.53,0.97,Normal
Car,Diesel,BS4,0.4,423,0.06,0.007,0.73,1.1,Engine Misfire
Car,Diesel,BS6,0.43,441,0.15,0.004,0.55,1.08,Spark Plug Issue
Car,Petrol,BS6,0.61,304,0.1,0.012,0.42,0.88,Rich Fuel Mixture
Car,Diesel,BS4,0.77,669,0.05,0.008,0.82,1.2,Engine Misfire
Car,Petrol,BS6,0.48,441,0.09,0.006,0.62,1.0,DPF Clogging
Car,Diesel,BS4,0.59,423,0.09,0.009,0.59,1.11,Spark Plug Issue
Car,Petrol,BS4,0.51,500,0.16,0.016,0.47,0.84,Injector Problem
Car,Diesel,BS4,0.73,566,0.13,0.008,0.67,1.24,Engine Misfire
Car,Petrol,BS4,0.56,341,0.18,0.011,0.51,1.04,Injector Problem
Car,Diesel,BS4,0.72,529,0.07,0.006,0.87,1.07,Engine Misfire
Car,Petrol,BS6,0.51,459,0.17,0.018,0.45,0.7,Rich Fuel Mixture
Car,Diesel,BS6,0.45,396,0.12,0.013,0.61,0.93,Turbocharger Issue
Car,Petrol,BS4,0.43,586,0.12,0.008,0.63,1.21,Engine Misfire
Car,Petrol,BS4,0.43,337,0.14,0.003,0.78,1.17,Air Filter Clogged
Car,Diesel,BS6,0.57,421,0.11,0.005,0.45,1.15,Air Filter Clogged
Car,Petrol,BS6,0.68,459,0.14,0.006,0.85,1.29,Engine Misfire
Car,Diesel,BS6,0.42,301,0.17,0.009,0.52,0.99,Air Filter Clogged
Car,Diesel,BS4,0.61,491,0.08,0.015,0.35,1.05,Air Filter Clogged
Car,Petrol,BS6,0.61,385,0.09,0.011,0.37,0.88,Fuel Injector Issue
Car,Diesel,BS4,0.66,274,0.13,0.013,0.74,0.91,Injector Problem
Car,Petrol,BS4,0.54,574,0.11,0.007,0.49,0.81,Fuel Injector Issue
Car,Diesel,BS6,0.56,420,0.13,0.017,0.48,1.0,Turbocharger Issue
Car,Petrol,BS4,0.69,501,0.11,0.024,0.56,0.99,Turbocharger Issue
Car,Petrol,BS6,0.56,401,0.12,0.006,0.69,1.15,EGR Valve Problem
Car,Petrol,BS6,0.79,693,0.13,0.005,0.51,1.27,Engine Misfire
Car,Petrol,BS6,0.6,439,0.19,0.018,0.67,1.09,Turbocharger Issue
Car,Petrol,BS6,0.6,365,0.16,0.017,0.47,1.02,Injector Problem
Car,Diesel,BS6,0.45,475,0.17,0.009,0.41,1.08,EGR Valve Problem
Car,Diesel,BS4,0.76,662,0.13,0.004,0.49,1.09,Engine Misfire
Car,Petrol,BS4,0.46,482,0.23,0.025,0.72,1.07,Turbocharger Issue
Car,Diesel,BS6,0.51,427,0.11,0.01,0.63,1.07,EGR Valve Problem
Car,Petrol,BS4,0.68,229,0.18,0.005,0.7,1.09,Air Filter Clogged
Car,Diesel,BS4,0.41,358,0.12,0.016,0.79,1.03,Turbocharger Issue
Car,Petrol,BS6,0.49,448,0.12,0.01,0.75,1.16,Engine Misfire
Car,Diesel,BS6,0.4,409,0.12,0.006,0.44,1.1,Air Filter Clogged
Car,Petrol,BS4,0.42,454,0.15,0.007,0.57,1.11,Engine Misfire
Car,Diesel,BS4,0.88,596,0.17,0.011,0.34,0.95,Rich Fuel Mixture
Car,Petrol,BS4,0.62,253,0.15,0.005,0.39,1.11,DPF Clogging
Car,Petrol,BS4,0.23,166,0.01,0.001,0.61,0.98,Normal
Car,Diesel,BS6,0.5,421,0.07,0.004,0.52,1.17,Spark Plug Issue
Car,Petrol,BS4,0.47,215,0.19,0.012,0.76,1.14,Air Filter Clogged
Car,Petrol,BS4,0.76,586,0.15,0.009,0.43,0.8,Rich Fuel Mixture
Car,Petrol,BS6,0.76,541,0.16,0.016,0.45,0.8,Fuel Injector Issue
Car,Petrol,BS6,0.61,248,0.1,0.015,0.32,1.03,Air Filter Clogged
Car,Diesel,BS4,0.5,449,0.13,0.003,0.55,1.05,Engine Misfire
Car,Petrol,BS6,0.75,523,0.15,0.014,0.3,0.91,Rich Fuel Mixture
Car,Diesel,BS4,0.67,486,0.19,0.012,0.42,1.02,Injector Problem
Car,Petrol,BS4,0.52,551,0.1,0.01,0.53,1.2,Spark Plug Issue
Car,Diesel,BS4,0.44,398,0.15,0.008,0.61,0.93,DPF Clogging
Car,Petrol,BS4,0.34,531,0.09,0.003,0.79,1.1,Spark Plug Issue
Car,Diesel,BS6,0.7,415,0.07,0.007,0.7,1.25,Spark Plug Issue
Car,Petrol,BS4,0.76,700,0.09,0.008,0.9,1.17,Spark Plug Issue
Car,Diesel,BS4,0.61,601,0.13,0.005,0.88,1.03,Engine Misfire
Car,Petrol,BS6,0.69,562,0.11,0.002,0.86,1.07,Spark Plug Issue
Car,Petrol,BS4,0.74,409,0.11,0.012,0.46,0.79,Rich Fuel Mixture
Car,Diesel,BS4,0.29,59,0.03,0.003,0.62,0.97,Normal
Car,Petrol,BS6,0.64,334,0.17,0.018,0.27,0.81,Rich Fuel Mixture
Car,Diesel,BS4,0.48,407,0.16,0.011,0.56,1.01,Injector Problem
Car,Diesel,BS6,0.67,213,0.15,0.008,0.7,1.06,DPF Clogging
Car,Petrol,BS4,0.42,474,0.18,0.007,0.73,0.93,Air Filter Clogged
Car,Petrol,BS6,0.55,369,0.15,0.007,0.32,1.17,DPF Clogging
Car,Petrol,BS6,0.66,599,0.14,0.006,0.56,1.25,Engine Misfire
Car,Diesel,BS6,0.4,326,0.18,0.015,0.48,0.86,Injector Problem
Car,Diesel,BS6,0.62,566,0.09,0.008,0.31,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.66,255,0.18,0.021,0.46,0.89,Injector Problem
Car,Diesel,BS6,0.58,210,0.13,0.014,0.76,0.98,EGR Valve Problem
Car,Diesel,BS4,0.3,100,0.01,0.003,0.31,1.01,Normal
Car,Petrol,BS6,0.41,218,0.16,0.01,0.51,1.08,EGR Valve Problem
Car,Diesel,BS4,0.69,484,0.16,0.01,0.29,0.73,Rich Fuel Mixture
Car,Diesel,BS6,0.69,524,0.05,0.003,0.81,1.2,Engine Misfire
Car,Petrol,BS6,0.52,304,0.22,0.023,0.67,0.95,Injector Problem
Car,Diesel,BS4,0.47,368,0.13,0.007,0.62,1.06,EGR Valve Problem
Car,Petrol,BS4,0.72,660,0.12,0.005,0.57,1.09,Engine Misfire
Car,Diesel,BS6,0.56,371,0.1,0.003,0.36,1.12,EGR Valve Problem
Car,Diesel,BS4,0.37,568,0.09,0.01,0.56,1.07,Engine Misfire
Car,Petrol,BS4,0.81,452,0.08,0.016,0.36,0.78,Fuel Injector Issue
Car,Diesel,BS4,0.45,345,0.09,0.005,0.34,1.08,EGR Valve Problem
Car,Diesel,BS4,0.32,110,0.03,0.001,0.64,0.96,Normal
Car,Diesel,BS6,0.43,315,0.16,0.008,0.76,1.01,Air Filter Clogged
Car,Diesel,BS6,0.24,140,0.03,0.002,0.42,1.04,Normal
Car,Petrol,BS6,0.8,466,0.15,0.01,0.27,0.87,Fuel Injector Issue
Car,Petrol,BS6,0.6,562,0.06,0.009,0.62,1.19,Spark Plug Issue
Car,Petrol,BS4,0.44,444,0.19,0.012,0.45,0.93,EGR Valve Problem
Car,Petrol,BS6,0.75,594,0.12,0.003,0.88,1.06,Engine Misfire
Car,Diesel,BS4,0.6,475,0.16,0.011,0.36,0.87,Fuel Injector Issue
Car,Petrol,BS6,0.65,259,0.17,0.014,0.48,0.97,Turbocharger Issue
Car,Diesel,BS6,0.7,397,0.15,0.012,0.49,0.81,Rich Fuel Mixture
Car,Diesel,BS6,0.56,466,0.12,0.004,0.58,1.26,Engine Misfire
Car,Petrol,BS6,0.57,435,0.16,0.015,0.77,1.0,Injector Problem
Car,Petrol,BS6,0.68,559,0.14,0.01,0.4,0.94,Rich Fuel Mixture
Car,Petrol,BS6,0.62,564,0.1,0.018,0.47,0.81,Fuel Injector Issue
Car,Petrol,BS6,0.5,307,0.2,0.009,0.34,1.05,EGR Valve Problem
Car,Diesel,BS6,0.79,600,0.15,0.009,0.46,0.79,Rich Fuel Mixture
Car,Petrol,BS4,0.5,356,0.17,0.024,0.55,0.91,Injector Problem
Car,Petrol,BS4,0.57,424,0.2,0.022,0.56,1.04,Injector Problem
Car,Petrol,BS4,0.57,455,0.14,0.009,0.88,1.2,Spark Plug Issue
Car,Petrol,BS4,0.64,322,0.1,0.009,0.59,1.2,Air Filter Clogged
Car,Petrol,BS4,0.66,405,0.14,0.006,0.25,0.91,Rich Fuel Mixture
Car,Petrol,BS6,0.61,386,0.13,0.004,0.35,0.91,Air Filter Clogged
Car,Petrol,BS4,0.67,420,0.07,0.003,0.82,1.16,Spark Plug Issue
Car,Diesel,BS6,0.67,595,0.14,0.009,0.84,1.2,Engine Misfire
Car,Petrol,BS4,0.55,479,0.18,0.004,0.33,1.11,EGR Valve Problem
Car,Petrol,BS6,0.63,350,0.23,0.016,0.4,0.88,Turbocharger Issue
Car,Petrol,BS6,0.54,302,0.19,0.01,0.31,1.19,EGR Valve Problem
Car,Diesel,BS4,0.23,52,0.05,0.001,0.47,0.97,Normal
Car,Petrol,BS4,0.56,200,0.18,0.007,0.51,1.04,DPF Clogging
Car,Diesel,BS6,0.44,446,0.13,0.006,0.68,1.07,Spark Plug Issue
Car,Diesel,BS6,0.42,456,0.2,0.014,0.8,1.05,Turbocharger Issue
Car,Diesel,BS6,0.55,306,0.18,0.022,0.74,0.92,Turbocharger Issue
Car,Petrol,BS4,0.56,274,0.08,0.004,0.45,1.0,EGR Valve Problem
Car,Diesel,BS4,0.32,571,0.08,0.002,0.5,1.0,Engine Misfire
Car,Petrol,BS4,0.69,397,0.12,0.019,0.42,1.0,Turbocharger Issue
Car,Petrol,BS4,0.63,472,0.16,0.003,0.7,1.11,DPF Clogging
Car,Petrol,BS6,0.66,442,0.12,0.017,0.32,0.84,Rich Fuel Mixture
Car,Petrol,BS6,0.66,557,0.07,0.017,0.31,0.89,Fuel Injector Issue
Car,Diesel,BS4,0.26,114,0.05,0.003,0.3,0.95,Normal
Car,Diesel,BS6,0.21,57,0.01,0.002,0.37,1.03,Normal
Car,Diesel,BS4,0.22,149,0.02,0.002,0.33,1.0,Normal
Car,Diesel,BS4,0.63,390,0.08,0.002,0.72,1.1,EGR Valve Problem
Car,Petrol,BS4,0.6,312,0.14,0.01,0.49,1.03,Injector Problem
Car,Diesel,BS6,0.67,493,0.11,0.003,0.61,1.21,Engine Misfire
Car,Diesel,BS4,0.48,400,0.22,0.016,0.53,1.1,Turbocharger Issue
Car,Petrol,BS6,0.48,250,0.1,0.009,0.46,1.0,DPF Clogging
Car,Petrol,BS6,0.69,634,0.15,0.007,0.65,1.2,Engine Misfire
Car,Diesel,BS6,0.59,357,0.18,0.015,0.57,1.05,DPF Clogging
Car,Petrol,BS4,0.31,535,0.11,0.002,0.61,1.28,Engine Misfire
Car,Petrol,BS6,0.72,419,0.18,0.007,0.35,1.09,DPF Clogging
Car,Diesel,BS6,0.49,238,0.09,0.009,0.6,1.13,EGR Valve Problem
Car,Petrol,BS4,0.75,340,0.09,0.005,0.4,0.89,Rich Fuel Mixture
Car,Petrol,BS4,0.76,360,0.14,0.012,0.29,0.83,Rich Fuel Mixture
Car,Diesel,BS4,0.61,321,0.14,0.015,0.7,0.99,Injector Problem
Car,Petrol,BS4,0.18,102,0.01,0.001,0.39,1.02,Normal
Car,Petrol,BS6,0.42,363,0.17,0.013,0.67,1.04,Turbocharger Issue
Car,Diesel,BS6,0.77,565,0.15,0.009,0.34,0.76,Rich Fuel Mixture
Car,Petrol,BS6,0.16,84,0.04,0.001,0.7,1.04,Normal
Car,Petrol,BS6,0.68,509,0.13,0.009,0.88,1.12,Spark Plug Issue
Car,Petrol,BS4,0.58,372,0.13,0.017,0.28,0.84,Fuel Injector Issue
Car,Diesel,BS4,0.19,127,0.03,0.001,0.37,0.95,Normal
Car,Diesel,BS4,0.57,421,0.1,0.012,0.63,1.09,Injector Problem
Car,Diesel,BS4,0.55,335,0.24,0.01,0.76,1.04,Injector Problem
Car,Petrol,BS4,0.58,219,0.11,0.003,0.65,1.0,DPF Clogging
Car,Diesel,BS4,0.41,396,0.23,0.023,0.58,0.97,Turbocharger Issue
Car,Diesel,BS6,0.61,342,0.12,0.024,0.65,1.05,Turbocharger Issue
Car,Diesel,BS4,0.68,250,0.11,0.02,0.71,0.88,Injector Problem
Car,Diesel,BS6,0.43,330,0.24,0.016,0.69,1.08,Turbocharger Issue
Car,Diesel,BS4,0.6,328,0.11,0.003,0.44,0.93,EGR Valve Problem
Car,Petrol,BS4,0.49,386,0.19,0.023,0.62,0.91,Turbocharger Issue
Car,Diesel,BS6,0.61,458,0.18,0.01,0.41,0.85,Rich Fuel Mixture
Car,Diesel,BS6,0.84,305,0.09,0.02,0.42,0.89,Rich Fuel Mixture
Car,Petrol,BS4,0.65,428,0.17,0.01,0.4,1.02,Turbocharger Issue
Car,Diesel,BS4,0.54,404,0.25,0.015,0.6,0.87,Injector Problem
Car,Petrol,BS6,0.78,564,0.07,0.006,0.62,1.18,Engine Misfire
Car,Diesel,BS6,0.83,575,0.16,0.012,0.44,0.81,Fuel Injector Issue
Car,Diesel,BS6,0.6,290,0.1,0.007,0.77,0.92,EGR Valve Problem
Car,Diesel,BS6,0.41,454,0.13,0.003,0.49,1.11,DPF Clogging
Car,Petrol,BS4,0.15,86,0.04,0.002,0.37,1.03,Normal
Car,Petrol,BS4,0.52,432,0.11,0.015,0.76,1.03,DPF Clogging
Car,Diesel,BS4,0.64,643,0.06,0.006,0.86,1.19,Spark Plug Issue
Car,Petrol,BS6,0.54,404,0.11,0.006,0.49,1.11,EGR Valve Problem
Car,Petrol,BS4,0.58,596,0.08,0.013,0.49,0.87,Rich Fuel Mixture
Car,Diesel,BS4,0.26,126,0.02,0.001,0.54,1.0,Normal
Car,Diesel,BS4,0.76,585,0.11,0.012,0.34,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.72,678,0.15,0.008,0.7,1.25,Spark Plug Issue
Car,Diesel,BS4,0.5,480,0.09,0.007,0.47,1.15,Air Filter Clogged
Car,Diesel,BS4,0.53,329,0.23,0.012,0.66,0.98,Turbocharger Issue
Car,Petrol,BS4,0.57,343,0.12,0.015,0.29,0.84,Fuel Injector Issue
Car,Diesel,BS6,0.45,480,0.14,0.011,0.46,1.04,Turbocharger Issue
Car,Petrol,BS4,0.66,286,0.18,0.022,0.68,0.92,Turbocharger Issue
Car,Diesel,BS4,0.51,474,0.07,0.01,0.68,1.11,Spark Plug Issue
Car,Petrol,BS4,0.69,415,0.17,0.014,0.52,1.15,Air Filter Clogged
Car,Petrol,BS6,0.35,415,0.11,0.01,0.61,1.2,Engine Misfire
Car,Petrol,BS4,0.42,257,0.19,0.008,0.49,0.94,Air Filter Clogged
Car,Diesel,BS6,0.64,485,0.06,0.004,0.62,1.23,Engine Misfire
Car,Diesel,BS4,0.64,431,0.1,0.013,0.54,1.02,Injector Problem
Car,Diesel,BS6,0.43,424,0.11,0.012,0.46,0.99,Air Filter Clogged
Car,Diesel,BS6,0.62,473,0.18,0.006,0.36,0.91,EGR Valve Problem
Car,Petrol,BS6,0.3,195,0.03,0.003,0.67,0.99,Normal
Car,Petrol,BS4,0.35,490,0.14,0.003,0.87,1.21,Spark Plug Issue
Car,Diesel,BS4,0.27,159,0.02,0.002,0.36,1.03,Normal
Car,Petrol,BS4,0.46,309,0.24,0.025,0.49,1.09,Turbocharger Issue
Car,Petrol,BS6,0.7,441,0.14,0.006,0.59,1.25,Spark Plug Issue
Car,Diesel,BS4,0.52,592,0.15,0.007,0.8,1.13,Engine Misfire
Car,Petrol,BS4,0.6,406,0.14,0.009,0.44,0.93,Air Filter Clogged
Car,Petrol,BS4,0.19,163,0.03,0.002,0.35,1.01,Normal
Car,Petrol,BS6,0.75,591,0.13,0.019,0.23,0.89,Rich Fuel Mixture
Car,Diesel,BS4,0.65,534,0.08,0.015,0.34,0.83,Fuel Injector Issue
Car,Diesel,BS6,0.48,339,0.23,0.013,0.71,0.9,Injector Problem
Car,Petrol,BS4,0.5,285,0.13,0.013,0.73,0.91,EGR Valve Problem
Car,Petrol,BS4,0.65,339,0.14,0.005,0.64,1.0,EGR Valve Problem
Car,Petrol,BS6,0.57,478,0.09,0.009,0.78,1.0,EGR Valve Problem
Car,Diesel,BS6,0.69,240,0.09,0.011,0.51,1.11,DPF Clogging
Car,Diesel,BS6,0.85,526,0.13,0.008,0.4,0.8,Fuel Injector Issue
Car,Diesel,BS4,0.48,439,0.13,0.012,0.32,0.95,Air Filter Clogged
Car,Diesel,BS4,0.42,325,0.18,0.003,0.32,1.08,DPF Clogging
Car,Diesel,BS4,0.75,596,0.08,0.005,0.8,1.11,Engine Misfire
Car,Petrol,BS4,0.36,92,0.02,0.002,0.51,1.0,Normal
Car,Diesel,BS4,0.37,174,0.02,0.002,0.31,1.02,Normal
Car,Diesel,BS4,0.57,596,0.14,0.003,0.75,1.28,Engine Misfire
Car,Diesel,BS4,0.54,678,0.08,0.004,0.5,1.18,Spark Plug Issue
Car,Petrol,BS6,0.4,459,0.09,0.006,0.53,1.11,Engine Misfire
Car,Diesel,BS6,0.64,524,0.17,0.015,0.24,0.85,Rich Fuel Mixture
Car,Diesel,BS6,0.5,238,0.14,0.014,0.32,0.97,Air Filter Clogged
Car,Diesel,BS6,0.66,203,0.09,0.002,0.3,1.0,Air Filter Clogged
Car,Petrol,BS6,0.23,55,0.02,0.003,0.39,0.99,Normal
Car,Petrol,BS4,0.37,50,0.03,0.003,0.54,1.04,Normal
Car,Petrol,BS4,0.65,254,0.24,0.013,0.6,1.01,Turbocharger Issue
Car,Petrol,BS6,0.83,328,0.13,0.017,0.25,0.91,Fuel Injector Issue
Car,Petrol,BS6,0.16,175,0.02,0.002,0.5,0.97,Normal
Car,Petrol,BS4,0.69,417,0.16,0.008,0.26,0.95,Fuel Injector Issue
Car,Diesel,BS4,0.62,358,0.14,0.012,0.69,0.92,Injector Problem
Car,Diesel,BS6,0.69,419,0.1,0.005,0.63,1.2,Spark Plug Issue
Car,Petrol,BS6,0.59,267,0.13,0.009,0.56,1.15,EGR Valve Problem
Car,Petrol,BS6,0.73,473,0.14,0.005,0.42,0.92,Rich Fuel Mixture
Car,Diesel,BS4,0.57,445,0.14,0.004,0.66,1.04,Engine Misfire
Car,Diesel,BS6,0.68,422,0.18,0.005,0.62,1.02,EGR Valve Problem
Car,Petrol,BS4,0.49,499,0.07,0.002,0.68,1.16,Spark Plug Issue
Car,Diesel,BS4,0.66,310,0.16,0.012,0.49,1.19,EGR Valve Problem
Car,Petrol,BS6,0.48,471,0.2,0.004,0.75,1.05,Air Filter Clogged
Car,Diesel,BS4,0.57,451,0.19,0.003,0.56,1.11,Air Filter Clogged
Car,Diesel,BS4,0.52,505,0.09,0.007,0.89,1.18,Spark Plug Issue
Car,Diesel,BS6,0.64,430,0.25,0.018,0.4,1.0,Injector Problem
Car,Diesel,BS4,0.63,373,0.18,0.02,0.72,1.0,Injector Problem
Car,Petrol,BS6,0.47,406,0.16,0.009,0.41,1.02,DPF Clogging
Car,Petrol,BS4,0.7,539,0.12,0.006,0.44,0.79,Rich Fuel Mixture
Car,Petrol,BS4,0.41,428,0.11,0.012,0.61,0.86,Turbocharger Issue
Car,Petrol,BS4,0.56,331,0.13,0.009,0.26,0.84,Fuel Injector Issue
Car,Diesel,BS4,0.59,531,0.14,0.014,0.27,0.77,Fuel Injector Issue
Car,Petrol,BS6,0.22,158,0.03,0.002,0.57,1.01,Normal
Car,Diesel,BS6,0.41,534,0.07,0.006,0.89,1.17,Engine Misfire
Car,Diesel,BS4,0.45,444,0.14,0.008,0.39,1.04,EGR Valve Problem
Car,Petrol,BS4,0.44,450,0.17,0.015,0.71,0.93,EGR Valve Problem
Car,Petrol,BS4,0.64,251,0.13,0.01,0.77,1.05,Injector Problem
Car,Petrol,BS6,0.52,214,0.08,0.011,0.37,0.9,DPF Clogging
Car,Diesel,BS6,0.52,376,0.12,0.012,0.73,1.08,EGR Valve Problem
Car,Diesel,BS6,0.57,613,0.12,0.006,0.73,1.18,Spark Plug Issue
Car,Diesel,BS6,0.43,634,0.1,0.01,0.69,1.19,Spark Plug Issue
Car,Petrol,BS6,0.78,564,0.13,0.011,0.35,0.8,Rich Fuel Mixture
Car,Petrol,BS4,0.45,553,0.12,0.006,0.88,1.3,Spark Plug Issue
